2025-12-11 11:02:44,473 [HttpClient,https://repo.maven.apache.org/maven2/org/eclipse/jetty/ee10/jetty-ee10-webapp/12.0.30/jetty-ee10-webapp-12.0.30.pom] INFO  a.bnd.build.LoggingProgressPlugin - Download https://repo.maven.apache.org/maven2/org/eclipse/jetty/ee10/jetty-ee10-webapp/12.0.30/jetty-ee10-webapp-12.0.30.pom
2025-12-11 11:02:44,617 [HttpClient,https://repo.maven.apache.org/maven2/org/eclipse/jetty/ee10/jetty-ee10-webapp/12.0.30/jetty-ee10-webapp-12.0.30.pom.sha1] INFO  a.bnd.build.LoggingProgressPlugin - Download https://repo.maven.apache.org/maven2/org/eclipse/jetty/ee10/jetty-ee10-webapp/12.0.30/jetty-ee10-webapp-12.0.30.pom.sha1
2025-12-11 11:02:44,955 [HttpClient,https://repo.maven.apache.org/maven2/org/eclipse/jetty/jetty-ee/12.0.30/jetty-ee-12.0.30.pom] INFO  a.bnd.build.LoggingProgressPlugin - Download https://repo.maven.apache.org/maven2/org/eclipse/jetty/jetty-ee/12.0.30/jetty-ee-12.0.30.pom
2025-12-11 11:02:45,094 [HttpClient,https://repo.maven.apache.org/maven2/org/eclipse/jetty/jetty-ee/12.0.30/jetty-ee-12.0.30.pom.sha1] INFO  a.bnd.build.LoggingProgressPlugin - Download https://repo.maven.apache.org/maven2/org/eclipse/jetty/jetty-ee/12.0.30/jetty-ee-12.0.30.pom.sha1
2025-12-11 11:02:45,384 [HttpClient,https://repo.maven.apache.org/maven2/org/eclipse/jetty/jetty-xml/12.0.30/jetty-xml-12.0.30.pom] INFO  a.bnd.build.LoggingProgressPlugin - Download https://repo.maven.apache.org/maven2/org/eclipse/jetty/jetty-xml/12.0.30/jetty-xml-12.0.30.pom
2025-12-11 11:02:45,514 [HttpClient,https://repo.maven.apache.org/maven2/org/eclipse/jetty/jetty-xml/12.0.30/jetty-xml-12.0.30.pom.sha1] INFO  a.bnd.build.LoggingProgressPlugin - Download https://repo.maven.apache.org/maven2/org/eclipse/jetty/jetty-xml/12.0.30/jetty-xml-12.0.30.pom.sha1
2025-12-11 11:02:45,743 [HttpClient,https://repo.maven.apache.org/maven2/org/eclipse/jetty/ee10/websocket/jetty-ee10-websocket-jakarta-client/12.0.30/jetty-ee10-websocket-jakarta-client-12.0.30.pom] INFO  a.bnd.build.LoggingProgressPlugin - Download https://repo.maven.apache.org/maven2/org/eclipse/jetty/ee10/websocket/jetty-ee10-websocket-jakarta-client/12.0.30/jetty-ee10-websocket-jakarta-client-12.0.30.pom
2025-12-11 11:02:45,885 [HttpClient,https://repo.maven.apache.org/maven2/org/eclipse/jetty/ee10/websocket/jetty-ee10-websocket-jakarta-client/12.0.30/jetty-ee10-websocket-jakarta-client-12.0.30.pom.sha1] INFO  a.bnd.build.LoggingProgressPlugin - Download https://repo.maven.apache.org/maven2/org/eclipse/jetty/ee10/websocket/jetty-ee10-websocket-jakarta-client/12.0.30/jetty-ee10-websocket-jakarta-client-12.0.30.pom.sha1
2025-12-11 11:02:46,150 [HttpClient,https://repo.maven.apache.org/maven2/org/eclipse/jetty/ee10/websocket/jetty-ee10-websocket-jakarta-common/12.0.30/jetty-ee10-websocket-jakarta-common-12.0.30.pom] INFO  a.bnd.build.LoggingProgressPlugin - Download https://repo.maven.apache.org/maven2/org/eclipse/jetty/ee10/websocket/jetty-ee10-websocket-jakarta-common/12.0.30/jetty-ee10-websocket-jakarta-common-12.0.30.pom
2025-12-11 11:02:46,273 [HttpClient,https://repo.maven.apache.org/maven2/org/eclipse/jetty/ee10/websocket/jetty-ee10-websocket-jakarta-common/12.0.30/jetty-ee10-websocket-jakarta-common-12.0.30.pom.sha1] INFO  a.bnd.build.LoggingProgressPlugin - Download https://repo.maven.apache.org/maven2/org/eclipse/jetty/ee10/websocket/jetty-ee10-websocket-jakarta-common/12.0.30/jetty-ee10-websocket-jakarta-common-12.0.30.pom.sha1
2025-12-11 11:02:46,550 [HttpClient,https://repo.maven.apache.org/maven2/org/eclipse/jetty/websocket/jetty-websocket-core-client/12.0.30/jetty-websocket-core-client-12.0.30.pom] INFO  a.bnd.build.LoggingProgressPlugin - Download https://repo.maven.apache.org/maven2/org/eclipse/jetty/websocket/jetty-websocket-core-client/12.0.30/jetty-websocket-core-client-12.0.30.pom
2025-12-11 11:02:46,654 [HttpClient,https://repo.maven.apache.org/maven2/org/eclipse/jetty/websocket/jetty-websocket-core-client/12.0.30/jetty-websocket-core-client-12.0.30.pom.sha1] INFO  a.bnd.build.LoggingProgressPlugin - Download https://repo.maven.apache.org/maven2/org/eclipse/jetty/websocket/jetty-websocket-core-client/12.0.30/jetty-websocket-core-client-12.0.30.pom.sha1
2025-12-11 11:02:47,064 [HttpClient,https://repo.maven.apache.org/maven2/org/eclipse/jetty/websocket/jetty-websocket/12.0.30/jetty-websocket-12.0.30.pom] INFO  a.bnd.build.LoggingProgressPlugin - Download https://repo.maven.apache.org/maven2/org/eclipse/jetty/websocket/jetty-websocket/12.0.30/jetty-websocket-12.0.30.pom
2025-12-11 11:02:47,227 [HttpClient,https://repo.maven.apache.org/maven2/org/eclipse/jetty/websocket/jetty-websocket/12.0.30/jetty-websocket-12.0.30.pom.sha1] INFO  a.bnd.build.LoggingProgressPlugin - Download https://repo.maven.apache.org/maven2/org/eclipse/jetty/websocket/jetty-websocket/12.0.30/jetty-websocket-12.0.30.pom.sha1
2025-12-11 11:02:47,455 [HttpClient,https://repo.maven.apache.org/maven2/org/eclipse/jetty/websocket/jetty-websocket-core-common/12.0.30/jetty-websocket-core-common-12.0.30.pom] INFO  a.bnd.build.LoggingProgressPlugin - Download https://repo.maven.apache.org/maven2/org/eclipse/jetty/websocket/jetty-websocket-core-common/12.0.30/jetty-websocket-core-common-12.0.30.pom
2025-12-11 11:02:47,624 [HttpClient,https://repo.maven.apache.org/maven2/org/eclipse/jetty/websocket/jetty-websocket-core-common/12.0.30/jetty-websocket-core-common-12.0.30.pom.sha1] INFO  a.bnd.build.LoggingProgressPlugin - Download https://repo.maven.apache.org/maven2/org/eclipse/jetty/websocket/jetty-websocket-core-common/12.0.30/jetty-websocket-core-common-12.0.30.pom.sha1
2025-12-11 11:02:48,053 [HttpClient,https://repo.maven.apache.org/maven2/org/eclipse/jetty/ee10/websocket/jetty-ee10-websocket-servlet/12.0.30/jetty-ee10-websocket-servlet-12.0.30.pom] INFO  a.bnd.build.LoggingProgressPlugin - Download https://repo.maven.apache.org/maven2/org/eclipse/jetty/ee10/websocket/jetty-ee10-websocket-servlet/12.0.30/jetty-ee10-websocket-servlet-12.0.30.pom
2025-12-11 11:02:48,283 [HttpClient,https://repo.maven.apache.org/maven2/org/eclipse/jetty/ee10/websocket/jetty-ee10-websocket-servlet/12.0.30/jetty-ee10-websocket-servlet-12.0.30.pom.sha1] INFO  a.bnd.build.LoggingProgressPlugin - Download https://repo.maven.apache.org/maven2/org/eclipse/jetty/ee10/websocket/jetty-ee10-websocket-servlet/12.0.30/jetty-ee10-websocket-servlet-12.0.30.pom.sha1
2025-12-11 11:02:48,684 [HttpClient,https://repo.maven.apache.org/maven2/org/eclipse/jetty/websocket/jetty-websocket-core-server/12.0.30/jetty-websocket-core-server-12.0.30.pom] INFO  a.bnd.build.LoggingProgressPlugin - Download https://repo.maven.apache.org/maven2/org/eclipse/jetty/websocket/jetty-websocket-core-server/12.0.30/jetty-websocket-core-server-12.0.30.pom
